Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Crop Flw(M,Crop Flw(V,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,X,Y
"10","2021","6302021","74.218","108.39","67.86","85.36526074","0.208165904","0.187133094","0.297800397","0.626072516","74.702","-0.017905681","-0.053443953","74.71990568","0.361603277","0.399882536","1.46042739","1.504638377","35","10","217.2334685",-93.531126123000007,44.077681611999999,-93.531087123000006,44.077642611999998,22.856642828999899,1469.352308485000094,1149.698459201000105,14.982887904000000,11941.481228299000577,213.240485296998997,"-93.531098436763500","44.077668660989190"
"100","2021","6302021","78.8","113.7","72.672","90.21889969","0.200405414","0.181298701","0.291250793","0.639155673","75.928","-0.012746444","-0.045099784","75.94074644","0.351058388","0.386032077","1.442893401","1.48232089","32","4","221.0705254",-93.531009123000004,44.077915611999998,-93.530970123000003,44.077876611999997,24.395855586000000,1568.304402668989951,1148.932088216000011,15.534576893000001,12985.621256509899467,231.885823568000006,"-93.530981436763511","44.077902660989189"
"1000","2021","6302021","52.207","79.147","45.413","60.6964003","0.237087459","0.20509463","0.31347087","0.573780434","60.674","-0.034266577","-0.088075263","60.70826658","0.393631615","0.450876105","1.516022756","1.588065408","4","8","200.0806134",-93.529917123000004,44.077759612000001,-93.529878123000003,44.077720612000000,17.781073782000000,1143.067837184989912,1146.668877496000050,15.872769355999900,10789.630425347000710,192.671722412000008,"-93.529889436763497","44.077746660989192"
"1001","2021","6302021","52.388","79.119","45.926","60.86464814","0.23357448","0.203266746","0.312347367","0.580467397","59.924","-0.032552006","-0.083539139","59.95655201","0.390403065","0.444719524","1.510250439","1.577929681","4","9","204.6682821",-93.529917123000004,44.077720612000000,-93.529878123000003,44.077681611999999,21.049883736999899,1353.204549154000006,1146.556016709989990,15.901755969000000,12275.215386284900887,219.199995252999003,"-93.529889436763497","44.077707660989184"
"1002","2021","6302021","52.336","78.947","45.684","60.71439577","0.233961409","0.202699512","0.3108798","0.5786667","59.874","-0.032077167","-0.084701668","59.90607717","0.389399721","0.445490834","1.508464537","1.578316974","4","10","223.711903",-93.529917123000004,44.077681611999999,-93.529878123000003,44.077642611999998,18.681681951000002,1200.964063855989934,1146.621893989000000,15.948642837000000,11643.570638020899423,207.920633952000003,"-93.529889436763497","44.077668660989190"
"1003","2021","6302021","53.977","79.698","47.856","62.06309819","0.220354555","0.192414438","0.299712185","0.600466762","57.563","-0.022752037","-0.069958299","57.58575204","0.371089897","0.421789858","1.476517776","1.536899154","4","11","218.1897915",-93.529917123000004,44.077642611999998,-93.529878123000003,44.077603611999997,20.433314217000000,1313.567328559000089,1146.769599066989940,16.032103962000001,13614.132595486000355,243.109242757000004,"-93.529889436763497","44.077629660989189"
"1004","2021","6302021","54.353","81.416","47.973","62.93971294","0.228188476","0.199331217","0.308248667","0.589233075","60.506","-0.028963438","-0.077575078","60.53496344","0.383427725","0.435369262","1.497911799","1.561506202","4","12","245.0237422",-93.529917123000004,44.077603612000004,-93.529878123000003,44.077564612000003,16.919263416000000,1087.666395399000066,1146.911349826000105,16.114849513999900,11724.395399306000400,209.363964505000013,"-93.529889436763497","44.077590660989195"
"1005","2021","6302021","53.527","80.062","47.092","61.89431863","0.228213221","0.198631624","0.306773645","0.58819415","59.505","-0.028360481","-0.078221838","59.53336048","0.382184347","0.435494011","1.495731126","1.560906583","4","13","195.9418745",-93.529917123000004,44.077564612000003,-93.529878123000003,44.077525612000002,18.167485714000001,1167.912129719989935,1146.763814290000028,16.154747009000001,11101.721028645899423,198.244773865000013,"-93.529889436763497","44.077551660989187"
"1006","2021","6302021","53.179","79.962","47.502","61.85565856","0.227328716","0.201162677","0.312743026","0.594057177","59.243","-0.030509901","-0.074507177","59.2735099","0.386677884","0.433609803","1.503638654","1.561240814","4","14","200.05412",-93.529917123000004,44.077525612000002,-93.529878123000003,44.077486612000001,17.542175504999900,1127.712287054989929,1146.677802191989940,16.162590981000001,10845.934027777899246,193.677140978000011,"-93.529889436763497","44.077512660989193"
"1007","2021","6302021","52.071","78.738","46.39","60.7264187","0.230584089","0.20386212","0.315888603","0.589169143","59.015","-0.032949396","-0.077833396","59.0479494","0.391455443","0.439232821","1.512127672","1.571431975","4","15","211.9593932",-93.529917123000004,44.077486612000001,-93.529878123000003,44.077447612000000,16.288088057000000,1047.091274684989912,1146.430107963989940,16.169283125000000,11797.019097222000710,210.660825941000013,"-93.529889436763497","44.077473660989192"
"1008","2021","6302021","53.988","81.206","48.019","62.75599026","0.228444249","0.201325503","0.312222541","0.591323301","60.405","-0.030689962","-0.076301354","60.43568996","0.386966495","0.435618136","1.50414907","1.563994761","4","16","230.9508736",-93.529917123000004,44.077447612000000,-93.529878123000003,44.077408611999999,18.187669754000002,1169.208346896989951,1146.188693576000105,16.274866740000000,12483.903211806000400,222.926596748000009,"-93.529889436763497","44.077434660989191"
"1009","2021","6302021","57.653","83.041","51.523","65.50902131","0.206736952","0.180448349","0.284711397","0.620452548","56.906","-0.012105069","-0.056752524","56.91810507","0.349515899","0.397856015","1.440358698","1.495298768","4","17","208.2493594",-93.529917123000004,44.077408611999999,-93.529878123000003,44.077369611999998,19.354290643999899,1244.202223036000078,1145.875610351989963,16.355805502999900,11273.887044270899423,201.319157918000002,"-93.529889436763497","44.077395660989190"
"101","2021","6302021","76.342","110.49","70.672","87.61786851","0.200997842","0.182773829","0.293973829","0.639623495","73.966","-0.01402386","-0.044850565","73.98002386","0.353730829","0.387018643","1.447302926","1.484979022","32","5","221.3407396",-93.531009123000004,44.077876612000004,-93.530970123000003,44.077837612000003,23.432750702000000,1506.391174315989929,1148.444824219000111,15.603596052000000,12140.631347656000798,216.796735127999000,"-93.530981436763511","44.077863660989195"
"1010","2021","6302021","58.584","84.029","52.003","66.32563583","0.206251682","0.17841992","0.280818894","0.618869676","57.471","-0.010335224","-0.057676656","57.48133522","0.345830777","0.39716668","1.434333606","1.492392753","4","18","208.5005895",-93.529917123000004,44.077369611999998,-93.529878123000003,44.077330611999997,19.610613186999899,1260.679511176000005,1145.509087457000078,16.338355382000000,11463.400065104000532,204.703304715000002,"-93.529889436763497","44.077356660989189"
"1011","2021","6302021","55.551","81.388","49.208","63.59074201","0.216857607","0.18867525","0.294502513","0.604610016","58.017","-0.019428731","-0.067134039","58.03642873","0.364379201","0.415755055","1.465104139","1.525467638","4","19","212.5416879",-93.529917123000004,44.077330612000004,-93.529878123000003,44.077291612000003,18.567378680000001,1193.614142524000044,1145.289740667989918,16.243424522000002,11557.928602431000400,206.391318426998993,"-93.529889436763497","44.077317660989195"
"1012","2021","6302021","56.103","82.237","49.846","64.27828688","0.216420201","0.188911378","0.295319457","0.606126196","58.525","-0.019623139","-0.066171766","58.54462314","0.364803816","0.414921417","1.465821792","1.524693841","4","20","207.1978358",-93.529917123000004,44.077291612000003,-93.529878123000003,44.077252612000002,20.462340991000001,1315.432779947989957,1145.223470052000039,16.281209627999900,12472.266113281000798,222.718757629000010,"-93.529889436763497","44.077278660989194"
"1013","2021","6302021","57.017","83.773","49.896","65.21366072","0.220918243","0.190041906","0.294364865","0.595609564","60.633","-0.020710487","-0.072992249","60.65371049","0.366835219","0.42310299","1.469263553","1.536007265","4","21","210.7084981",-93.529917123000004,44.077252612000002,-93.529878123000003,44.077213612000001,19.786763721000000,1272.003621418989951,1145.254597981989946,16.188289007000002,11145.806423611000355,199.031985813000006,"-93.529889436763497","44.077239660989193"
"1014","2021","6302021","58.064","83.163","51.366","65.64038041","0.206327333","0.177720974","0.279309155","0.617654486","56.896","-0.009727249","-0.058416453","56.90572725","0.344559136","0.397386413","1.432264398","1.491932544","4","22","199.8101557",-93.529917123000004,44.077213612000001,-93.529878123000003,44.077174612000000,21.300212647999899,1369.295071071989923,1145.055447048989890,16.208190070000001,11567.405598957899201,206.560538398000006,"-93.529889436763497","44.077200660989192"
"1015","2021","6302021","58.316","83.939","51.862","66.17194426","0.207512156","0.180120207","0.283462215","0.617853441","57.7","-0.011831009","-0.058378195","57.71183101","0.348920292","0.399336184","1.439381988","1.496713145","4","23","200.5153774",-93.529917123000004,44.077174612000000,-93.529878123000003,44.077135611999999,18.497096062000001,1189.095757377989912,1144.979871962000061,16.152943187000002,10190.087782118000177,181.965627035000011,"-93.529889436763497","44.077161660989191"
"1016","2021","6302021","59.311","86.036","52.806","67.59798235","0.210968757","0.183870324","0.288790914","0.61376633","59.955","-0.015142844","-0.06110228","59.97014284","0.355714546","0.405368116","1.450590953","1.507806017","4","24","202.1107195",-93.529917123000004,44.077135611999999,-93.529878123000003,44.077096611999998,19.242122861999899,1236.991780599000094,1144.932142469989913,16.103654649999900,10781.449978299000577,192.525646633999003,"-93.529889436763497","44.077122660989197"
"1017","2021","6302021","56.245","81.872","50.418","64.31303428","0.211092908","0.185545588","0.292215419","0.615814931","57.081","-0.016596388","-0.059865807","57.09759639","0.358740749","0.405425225","1.455631612","1.50962269","4","25","207.624072",-93.529917123000004,44.077096611999998,-93.529878123000003,44.077057611999997,17.166249593000000,1103.543911404000028,1144.746120877000067,16.041394552000000,10518.359700520899423,187.827616374000002,"-93.529889436763497","44.077083660989189"
"1018","2021","6302021","55.785","81.77","50.409","64.13362718","0.212602045","0.188906256","0.298177771","0.616473034","57.346","-0.019530336","-0.059572046","57.36553034","0.364794607","0.407886303","1.46580622","1.516113363","4","26","195.1707639",-93.529917123000004,44.077057612000004,-93.529878123000003,44.077018612000003,17.147178967999899,1102.317291260000047,1144.404825845989990,15.815089543999900,10948.857584634899467,195.515106201000009,"-93.529889436763497","44.077044660989195"
"1019","2021","6302021","54.67","80.66","48.579","62.86165694","0.219492836","0.192049065","0.299593088","0.602268783","58.071","-0.022413259","-0.068780756","58.09341326","0.370435419","0.420245023","1.475397842","1.534589461","4","27","193.9421164",-93.529917123000004,44.077018612000003,-93.529878123000003,44.076979612000002,15.325345357000000,985.199591743000042,1144.330227321989923,15.721570439000001,10906.442165799000577,194.757659912000008,"-93.529889436763497","44.077005660989194"
"102","2021","6302021","74.639","109.21","68.813","86.08722977","0.207167175","0.188040185","0.300523314","0.630097976","74.968","-0.018662878","-0.05094474","74.98666288","0.363236645","0.397978519","1.463176088","1.503314812","32","6","219.3729954",-93.531009123000004,44.077837612000003,-93.530970123000003,44.077798612000002,23.072285969999900,1483.217773437989990,1148.113586425989979,15.549372673000001,12335.915852865000488,220.283983866000000,"-93.530981436763511","44.077824660989201"
"1020","2021","6302021","53.646","79.152","47.49","61.63936113","0.220351526","0.192066146","0.298987199","0.599984839","57.168","-0.022450745","-0.07025426","57.19045075","0.37046602","0.421822572","1.475450173","1.536568625","4","28","193.3664236",-93.529917123000004,44.076979612000002,-93.529878123000003,44.076940612000001,19.566529804000002,1257.844184027989968,1145.304850259989962,15.464017020000000,11438.741427950899379,204.262986925000007,"-93.529889436763497","44.076966660989186"
"1021","2021","6302021","59.653","85.375","52.987","67.46602405","0.205053107","0.177358855","0.279462413","0.62063836","58.11","-0.009397268","-0.056527031","58.11939727","0.343899937","0.395039817","1.431193737","1.488797367","4","29","210.7199831",-93.529917123000004,44.076940612000001,-93.529878123000003,44.076901612000000,18.296576924000000,1176.204711913989968,1146.075005424989968,15.462914679000001,10818.853732638899601,193.193581475000002,"-93.529889436763497","44.076927660989192"
"1022","2021","6302021","59.757","84.059","53.753","67.14710105","0.193901175","0.168979808","0.269833339","0.639467517","54.608","-0.00202056","-0.044565696","54.61002056","0.32857736","0.374954748","1.406680389","1.457165221","4","30","181.2137144",-93.529917123000004,44.076901612000000,-93.529878123000003,44.076862611999999,15.837474293000000,1018.121459961000028,1146.065606011000000,15.658834775000001,11139.557725693899556,198.920461018998992,"-93.529889436763497","44.076888660989191"
"1023","2021","6302021","53.727","77.879","48.31","61.33401794","0.208386509","0.183517469","0.289953899","0.620321268","53.721","-0.014791347","-0.05694324","53.73579135","0.355076438","0.400613261","1.449531893","1.501749772","4","31","188.1242157",-93.529917123000004,44.076862611999999,-93.529878123000003,44.076823611999998,13.140946070000000,844.772488063999049,1144.541937934000089,16.467349899999899,13442.608181424000577,240.046334161000004,"-93.529889436763497","44.076849660989190"
"1024","2021","6302021","57.33","79.805","51.635","64.08780474","0.188569301","0.163889598","0.262865497","0.647014598","50.645","0.002420936","-0.039815649","50.64257906","0.319205402","0.365374312","1.392028606","1.441381469","4","32","190.1649701",-93.529917123000004,44.076823611999998,-93.529878123000003,44.076784611999997,14.129212485000000,908.305399577000003,1144.117743598000061,17.013127009000002,10819.244845920000444,193.200578478000011,"-93.529889436763497","44.076810660989189"
"1027","2021","6302021","52.584","77.496","46.826","60.45213354","0.218480987","0.191512915","0.299228866","0.604237638","55.582","-0.021923507","-0.06749121","55.60392351","0.36947454","0.418441378","1.473756276","1.531784714","3","3","167.7354389",-93.529878123000003,44.077954611999999,-93.529839123000002,44.077915611999998,11.860027736999900,762.429423014000008,1149.227552626000033,16.275139491000001,9294.012586806000400,165.964307996998997,"-93.529850436763496","44.077941660989190"
"1028","2021","6302021","53.945","79.45","48.394","62.0868874","0.216510552","0.19119907","0.300055293","0.609112649","56.561","-0.021601967","-0.064351528","56.58260197","0.368911801","0.414851807","1.472796367","1.527027565","3","4","181.5701738",-93.529878123000003,44.077915611999998,-93.529839123000002,44.077876611999997,13.391510857000000,860.882982041998957,1148.934977213989896,16.145284970999899,10007.652126736000355,178.707853529000005,"-93.529850436763496","44.077902660989189"
"1029","2021","6302021","54.173","79.768","47.859","62.15070832","0.219843406","0.1910916","0.297332776","0.599977435","57.504","-0.021594059","-0.070216722","57.52559406","0.368719055","0.420995629","1.472467835","1.534502613","3","5","193.4156748",-93.529878123000003,44.077876612000004,-93.529839123000002,44.077837612000003,17.136523353000001,1101.634290906989918,1148.661987304989907,16.108564270999899,10964.743164061899733,195.798743354000010,"-93.529850436763496","44.077863660989195"
"103","2021","6302021","75.899","110.51","70.489","87.4486848","0.203131124","0.185672366","0.298576605","0.637851778","74.632","-0.016548981","-0.046031499","74.64854898","0.358969534","0.390742414","1.456013913","1.49231231","32","7","214.885623",-93.531009123000004,44.077798612000002,-93.530970123000003,44.077759612000001,22.781278610000001,1464.508728026989957,1147.970703125000000,15.565597773000000,11909.743408202899445,212.673744201999000,"-93.530981436763511","44.077785660989193"
"1030","2021","6302021","51.758","76.695","45.611","59.55775043","0.22340574","0.194133263","0.301018807","0.594706304","56.021","-0.024323237","-0.073763673","56.04532324","0.374165095","0.42720489","1.481799915","1.545517381","3","6","209.1278448",-93.529878123000003,44.077837612000003,-93.529839123000002,44.077798612000002,22.019535064999900,1415.539455838000094,1148.254760741989912,15.938292608999900,12457.534179688000222,222.455702040000006,"-93.529850436763496","44.077824660989201"
"1031","2021","6302021","51.926","77.117","45.827","59.84272469","0.224142515","0.195213998","0.302718227","0.594252888","56.481","-0.02527935","-0.074107623","56.50627935","0.376095557","0.428434154","1.485132689","1.548228235","3","7","229.7966298",-93.529878123000003,44.077798612000002,-93.529839123000002,44.077759612000001,23.569967905999899,1515.210611979000078,1147.949869792000072,15.839902401000000,13048.201334634899467,233.003313700000007,"-93.529850436763496","44.077785660989193"
"1032","2021","6302021","52.34","77.619","46.012","60.22537922","0.224322726","0.194515193","0.301130475","0.592793002","56.886","-0.024680203","-0.075024862","56.9106802","0.374847593","0.428845113","1.482976691","1.547996139","3","8","228.9674437",-93.529878123000003,44.077759612000001,-93.529839123000002,44.077720612000000,23.538179398000000,1513.167236327989940,1147.843790690000105,15.912205908000001,13016.004014756899778,232.428356594999002,"-93.529850436763496","44.077746660989192"
"1033","2021","6302021","51.964","77.699","46.381","60.24557814","0.224845612","0.198476049","0.30901035","0.596931749","57.053","-0.028114562","-0.07251369","57.08111456","0.381907707","0.429368229","1.495246709","1.552925268","3","9","232.0632372",-93.529878123000003,44.077720612000000,-93.529839123000002,44.077681611999999,23.402551015000000,1504.448608398000033,1147.786024305989940,16.150946828999899,13125.877278645899423,234.390377468998992,"-93.529850436763496","44.077707660989184"
"1034","2021","6302021","49.086","73.364","43.072","56.70658126","0.228435321","0.198268681","0.305853007","0.58709994","54.57","-0.028054277","-0.078921231","54.59805428","0.381538889","0.435942175","1.494601312","1.561087717","3","10","225.6519063",-93.529878123000003,44.077681611999999,-93.529839123000002,44.077642611999998,23.197048822999900,1491.237887911989901,1147.699978298989890,16.250298818000001,13057.903537325899379,233.176571316000008,"-93.529850436763496","44.077668660989190"
"1035","2021","6302021","52.464","76.461","46.314","59.84352489","0.21511323","0.186131472","0.290481897","0.605720563","54.144","-0.017184531","-0.066317429","54.16118453","0.359797777","0.412811096","1.45739936","1.519183474","3","11","232.3645803",-93.529878123000003,44.077642611999998,-93.529839123000002,44.077603611999997,23.915859858000001,1537.447197808000055,1147.522176106989946,16.323159535999899,13291.736653645899423,237.352159287999001,"-93.529850436763496","44.077629660989189"
"1036","2021","6302021","50.57","75.483","44.843","58.49758638","0.225477821","0.197639088","0.306772565","0.594080786","55.553","-0.027414334","-0.074330587","55.58041433","0.380418567","0.430609316","1.49264386","1.553596488","3","12","225.9879626",-93.529878123000003,44.077603612000004,-93.529839123000002,44.077564612000003,23.464026133000001,1508.401991102000011,1147.474894206000045,16.483030531000001,12926.172526042000754,230.824227226999000,"-93.529850436763496","44.077590660989195"
