Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Crop Flw(M,Crop Flw(V,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,id_old,X,Y
"1000","2022","6282022","21.464","37.984","20.204","27.75901756","0.291577408","0.277889921","0.42095607","0.531908172","34.3","-0.099613318","-0.121759654","34.39961332","0.515937684","0.537786465","1.769660827","1.80567276","5","8","234.6136114",-93.529918931000012,44.077772119000002,-93.529879931000011,44.077733119000001,21.445978480000001,1378.032271000000037,1144.984500999999909,18.343121969999999,12617.809800000000905,225.317794800000001,1196,"-93.529936170859315","44.077728448039935"
"1001","2022","6282022","22.074","38.798","20.385","28.33192843","0.292674191","0.274740439","0.413070862","0.525413681","35.137","-0.097153476","-0.126253738","35.23415348","0.510915776","0.539725937","1.757633415","1.804846277","5","9","235.3016744",-93.529918931000012,44.077733119000001,-93.529879931000011,44.077694119000000,20.089001870000001,1290.613229999999930,1144.674350000000004,18.378408640000000,12522.519340000000739,223.616190600000010,1197,"-93.529936170859315","44.077689448039933"
"1002","2022","6282022","25.569","40.439","22.039","30.41273858","0.258938717","0.225275724","0.338192818","0.544993694","33.27","-0.052726385","-0.108855498","33.32272638","0.428790685","0.487440388","1.581563612","1.66177585","5","10","235.3224912",-93.529918931000012,44.077694119000000,-93.529879931000011,44.077655118999999,18.870314230000002,1212.318596999999954,1144.504079000000047,18.439327400000000,12175.476160000000164,217.418974999999989,1198,"-93.529936170859315","44.077650448039932"
"1003","2022","6282022","21.765","37.475","20.306","27.63104827","0.280966664","0.265192438","0.403503365","0.54185457","32.879","-0.088049682","-0.113727906","32.96704968","0.495535346","0.521257065","1.721801057","1.762047812","5","11","214.6295961",-93.529918931000012,44.077655118999999,-93.529879931000011,44.077616118999998,19.452807220000000,1249.732449000000088,1144.483531000000085,18.449579660000001,12410.773870000000898,221.620725800000002,1199,"-93.529936170859315","44.077611448039931"
"1004","2022","6282022","23.062","39.829","21.445","29.31491719","0.283099102","0.266604125","0.404550499","0.538426774","35.151","-0.089430374","-0.116273003","35.24043037","0.497824032","0.524665959","1.727040153","1.769357333","5","12","239.3317461",-93.529918931000012,44.077616119000005,-93.529879931000011,44.077577119000004,20.406565789999998,1311.176347000000078,1144.615759000000025,18.472988319999999,12654.081930000000284,225.965506000000005,1200,"-93.529936170859315","44.077572448039938"
"1005","2022","6282022","23.316","39.089","20.538","28.82935553","0.281270486","0.252752183","0.376740631","0.525416358","34.324","-0.077723256","-0.124613289","34.40172326","0.47515004","0.522761925","1.676488248","1.748829406","5","13","230.1133018",-93.529918931000012,44.077577119000004,-93.529879931000011,44.077538119000003,20.817467369999999,1337.493222000000060,1144.683905999999979,18.507133060000001,12665.718699999999444,226.173299200000002,1201,"-93.529936170859315","44.077533448039937"
"1006","2022","6282022","22.78","39.111","20.516","28.69091016","0.28741421","0.263867121","0.394706949","0.524558308","34.926","-0.087601781","-0.126064533","35.01360178","0.493382091","0.531949248","1.71690079","1.777803362","5","14","234.8023394",-93.529918931000012,44.077538119000003,-93.529879931000011,44.077499119000002,21.290709759999999,1368.059238000000050,1144.837897000000112,18.472988919999999,12498.251089999999749,223.182803699999994,1202,"-93.529936170859315","44.077494448039936"
"1007","2022","6282022","23.771","39.581","21.427","29.38725535","0.273110325","0.249558025","0.377101968","0.541345595","33.964","-0.074329728","-0.113037427","34.03832973","0.46985392","0.509304424","1.665096126","1.723665447","5","15","229.9321522",-93.529918931000012,44.077499119000002,-93.529879931000011,44.077460119000001,21.786122750000001,1400.055714999999964,1145.152448999999933,18.461441829999998,12395.938910000000760,221.355805299999986,1203,"-93.529936170859315","44.077455448039935"
"1008","2022","6282022","25.595","40.948","21.971","30.62987414","0.265174337","0.230722991","0.344453917","0.536558562","34.33","-0.057787469","-0.115107215","34.38778747","0.43812332","0.497698943","1.599843719","1.683283355","5","16","226.0906042",-93.529918931000012,44.077460119000001,-93.529879931000011,44.077421119000000,21.088362499999999,1355.120548999999983,1145.490950999999995,18.422166820000001,11977.829359999999724,213.889562500000011,1204,"-93.529936170859315","44.077416448039934"
"1009","2022","6282022","25.612","41.389","21.959","30.82867467","0.270097968","0.235474097","0.350273078","0.530551596","35.207","-0.0621875","-0.119676259","35.2691875","0.446206892","0.505670845","1.616000312","1.700967993","5","17","220.5814312",-93.529918931000012,44.077421119000000,-93.529879931000011,44.077382118999999,19.958293909999998,1282.379953999999998,1145.764713000000029,18.342718649999998,11814.714250000000902,210.976787099999996,1205,"-93.529936170859315","44.077377448039933"
