Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Crop Flw(M,Crop Flw(V,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,X,Y
"10","2021","6162021","85.64","112.2","74.896","92.25410635","0.165908099","0.134249899","0.216033316","0.667522282","63.864","0.028217764","-0.026933005","63.83578224","0.263746289","0.324936494","1.310135451","1.369943966","35","10","217.2334685",-93.531126123000007,44.077681611999999,-93.531087123000006,44.077642611999998,22.856642828999899,1469.352308485000094,1149.698459201000105,14.982887904000000,11941.481228299000577,213.240485296998997,"-93.531098436763500","44.077668660989190"
"100","2021","6162021","92.877","118.41","79.038","98.13947672","0.158794818","0.120845106","0.193067622","0.667494299","64.905","0.040016533","-0.026717644","64.86498347","0.238211482","0.312714022","1.27491198","1.345284867","32","4","221.0705254",-93.531009123000004,44.077915611999998,-93.530970123000003,44.077876611999997,24.395855586000000,1568.304402668989951,1148.932088216000011,15.534576893000001,12985.621256509899467,231.885823568000006,"-93.530981436763511","44.077902660989189"
"1000","2021","6162021","76.151","102.45","68.711","83.69822543","0.171653867","0.147250015","0.239321139","0.67067838","60.038","0.016826519","-0.025290322","60.02117348","0.28825003","0.334654924","1.345353311","1.392209467","4","8","200.0806134",-93.529917123000004,44.077759612000001,-93.529878123000003,44.077720612000000,17.781073782000000,1143.067837184989912,1146.668877496000050,15.872769355999900,10789.630425347000710,192.671722412000008,"-93.529889436763497","44.077746660989192"
"1001","2021","6162021","77.916","103.76","69.135","84.88558747","0.170541302","0.142253242","0.229640753","0.666297224","60.469","0.02122076","-0.027793837","60.44777924","0.278863408","0.333031726","1.331690539","1.385784072","4","9","204.6682821",-93.529917123000004,44.077720612000000,-93.529878123000003,44.077681611999999,21.049883736999899,1353.204549154000006,1146.556016709989990,15.901755969000000,12275.215386284900887,219.199995252999003,"-93.529889436763497","44.077707660989184"
"1002","2021","6162021","75.018","99.91","66.835","81.80592002","0.169656367","0.142298546","0.230283182","0.668952057","57.967","0.021157911","-0.026228166","57.94584209","0.278948694","0.331303972","1.331813698","1.384035617","4","10","223.711903",-93.529917123000004,44.077681611999999,-93.529878123000003,44.077642611999998,18.681681951000002,1200.964063855989934,1146.621893989000000,15.948642837000000,11643.570638020899423,207.920633952000003,"-93.529889436763497","44.077668660989190"
"1003","2021","6162021","78.532","103.35","69.92","85.12207689","0.16400865","0.136451106","0.221664493","0.676536043","58.248","0.026190419","-0.021691647","58.22180958","0.267913947","0.320937875","1.316024041","1.367924372","4","11","218.1897915",-93.529917123000004,44.077642611999998,-93.529878123000003,44.077603611999997,20.433314217000000,1313.567328559000089,1146.769599066989940,16.032103962000001,13614.132595486000355,243.109242757000004,"-93.529889436763497","44.077629660989189"
"1004","2021","6162021","77.123","102.98","68.537","84.16285384","0.171491952","0.143567847","0.231764158","0.665536997","60.3","0.020078024","-0.02826657","60.27992198","0.281336856","0.334731316","1.335269634","1.388795054","4","12","245.0237422",-93.529917123000004,44.077603612000004,-93.529878123000003,44.077564612000003,16.919263416000000,1087.666395399000066,1146.911349826000105,16.114849513999900,11724.395399306000400,209.363964505000013,"-93.529889436763497","44.077590660989195"
"1005","2021","6162021","77.949","102.86","68.735","84.42102113","0.167523638","0.137775221","0.222272784","0.668238382","59.036","0.025120219","-0.026572468","59.01087978","0.270417377","0.327666817","1.319580752","1.37603231","4","13","195.9418745",-93.529917123000004,44.077564612000003,-93.529878123000003,44.077525612000002,18.167485714000001,1167.912129719989935,1146.763814290000028,16.154747009000001,11101.721028645899423,198.244773865000013,"-93.529889436763497","44.077551660989187"
"1006","2021","6162021","77.253","102.31","67.868","83.74848761","0.170123034","0.139544338","0.224334124","0.663356466","59.499","0.023619514","-0.029482159","59.47538049","0.273757892","0.332540772","1.324349863","1.382719482","4","14","200.05412",-93.529917123000004,44.077525612000002,-93.529878123000003,44.077486612000001,17.542175504999900,1127.712287054989929,1146.677802191989940,16.162590981000001,10845.934027777899246,193.677140978000011,"-93.529889436763497","44.077512660989193"
"1007","2021","6162021","77.276","102.08","68.02","83.70310025","0.168444668","0.138294788","0.222785083","0.666340125","58.864","0.024684691","-0.027698726","58.83931531","0.271398949","0.329408145","1.320979347","1.378309957","4","15","211.9593932",-93.529917123000004,44.077486612000001,-93.529878123000003,44.077447612000000,16.288088057000000,1047.091274684989912,1146.430107963989940,16.169283125000000,11797.019097222000710,210.660825941000013,"-93.529889436763497","44.077473660989192"
"1008","2021","6162021","75.093","101.19","66.975","82.38937103","0.175097547","0.148040367","0.238747393","0.661873703","60.312","0.016197617","-0.030523148","60.29580238","0.289731004","0.341223458","1.347529064","1.399857482","4","16","230.9508736",-93.529917123000004,44.077447612000000,-93.529878123000003,44.077408611999999,18.187669754000002,1169.208346896989951,1146.188693576000105,16.274866740000000,12483.903211806000400,222.926596748000009,"-93.529889436763497","44.077434660989191"
"1009","2021","6162021","82.05","107.88","74.695","89.34882936","0.158427404","0.135997473","0.224150649","0.692389692","59.015","0.026414738","-0.01249693","58.98858526","0.267055667","0.310093191","1.314808044","1.356576974","4","17","208.2493594",-93.529917123000004,44.077408611999999,-93.529878123000003,44.077369611999998,19.354290643999899,1244.202223036000078,1145.875610351989963,16.355805502999900,11273.887044270899423,201.319157918000002,"-93.529889436763497","44.077395660989190"
"101","2021","6162021","83.832","111.35","72.241","90.63735213","0.175902189","0.140986361","0.223830943","0.648774136","66.627","0.022491708","-0.038188937","66.60450829","0.276477144","0.343686754","1.328251742","1.39572828","32","5","221.3407396",-93.531009123000004,44.077876612000004,-93.530970123000003,44.077837612000003,23.432750702000000,1506.391174315989929,1148.444824219000111,15.603596052000000,12140.631347656000798,216.796735127999000,"-93.530981436763511","44.077863660989195"
"1010","2021","6162021","81.298","107.83","75.159","89.22919736","0.159097811","0.140285944","0.232800147","0.697013818","59.203","0.02265416","-0.00986579","59.18034584","0.275156763","0.311036279","1.326354892","1.361490661","4","18","208.5005895",-93.529917123000004,44.077369611999998,-93.529878123000003,44.077330611999997,19.610613186999899,1260.679511176000005,1145.509087457000078,16.338355382000000,11463.400065104000532,204.703304715000002,"-93.529889436763497","44.077356660989189"
"1011","2021","6162021","83.24","110.03","75.566","90.82165464","0.161677216","0.138614374","0.227604839","0.686776334","61.254","0.024200628","-0.01576277","61.22979937","0.272002506","0.316169878","1.321840461","1.365107708","4","19","212.5416879",-93.529917123000004,44.077330612000004,-93.529878123000003,44.077291612000003,18.567378680000001,1193.614142524000044,1145.289740667989918,16.243424522000002,11557.928602431000400,206.391318426998993,"-93.529889436763497","44.077317660989195"
"1012","2021","6162021","83.017","110.27","74.007","90.42184699","0.168225784","0.140997584","0.228479209","0.671143557","63.516","0.02227435","-0.024917132","63.49372565","0.276498294","0.328663674","1.328282159","1.380082725","4","20","207.1978358",-93.529917123000004,44.077291612000003,-93.529878123000003,44.077252612000002,20.462340991000001,1315.432779947989957,1145.223470052000039,16.281209627999900,12472.266113281000798,222.718757629000010,"-93.529889436763497","44.077278660989194"
"1013","2021","6162021","79.321","105.21","71.059","86.42983016","0.166407982","0.14029621","0.228153201","0.675401578","60.04","0.022846747","-0.022408545","60.01715325","0.275176122","0.325200428","1.326382673","1.375865392","4","21","210.7084981",-93.529917123000004,44.077252612000002,-93.529878123000003,44.077213612000001,19.786763721000000,1272.003621418989951,1145.254597981989946,16.188289007000002,11145.806423611000355,199.031985813000006,"-93.529889436763497","44.077239660989193"
"1014","2021","6162021","88.129","114.95","81.306","95.90079732","0.151414226","0.132071755","0.220254079","0.707316224","60.465","0.029645023","-0.003943949","60.43535498","0.259615059","0.296781494","1.304337959","1.339812063","4","22","199.8101557",-93.529917123000004,44.077213612000001,-93.529878123000003,44.077174612000000,21.300212647999899,1369.295071071989923,1145.055447048989890,16.208190070000001,11567.405598957899201,206.560538398000006,"-93.529889436763497","44.077200660989192"
