Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,Crop Flw(M,Crop Flw(V,X,Y
"1","2020","7062020","40.327","64.136","37.284","48.7503507","0.246066941","0.227918019","0.354411349","0.58132718","50.661","-0.054168342","-0.084223299","50.71516834","0.433326205","0.464640321","1.590398492","1.632497041","67","1","178.0760355",-93.5396475099999947,44.0656658699999966,-93.5396089099999983,44.0656272699999931,1155.380859000000100,17.449181079999999,9881.252930000000561,176.450725599999998,17.979464530000001,1155.848662999999988,"-93.539628209999975","44.065646569999991"
"10","2020","7062020","38.754","62.752","36.086","47.40564459","0.252885038","0.236419522","0.366829716","0.575057369","50.664","-0.061750683","-0.08889761","50.72575068","0.447809116","0.475861787","1.619239304","1.65816079","67","10","218.0982594",-93.5396475099999947,44.0653184699999940,-93.5396089099999983,44.0652798699999906,1154.186400999999933,17.942246910000001,12222.727290000000721,218.262737299999998,23.967402929999999,1540.744018999999980,"-93.539628209999975","44.065299169999989"
"100","2020","7062020","38.045","62.098","35.574","46.79420586","0.255678285","0.240186533","0.372516223","0.572868691","50.577","-0.065098698","-0.090588504","50.6420987","0.454172074","0.480413286","1.632224997","1.6691368","63","20","219.5285993",-93.5394931099999951,44.0649324699999951,-93.5394545099999988,44.0648938699999917,1154.231293000000051,17.909067629999999,12463.730960000000778,222.566360500000002,23.970980640000001,1540.982848999999987,"-93.539473810000004","44.064913169999997"
"1000","2020","7062020","67.519","98.222","61.001","77.30351145","0.209020076","0.185246861","0.293135383","0.62105231","67.924","-0.016297819","-0.056542678","67.94029782","0.358201535","0.401621326","1.454731261","1.50475025","18","20","234.3713436",-93.5377561099999895,44.0649324699999951,-93.5377175099999931,44.0648938699999917,1151.290283000000045,16.049493790000000,13023.604740000000675,232.564086900000007,23.677465439999999,1522.098510999999917,"-93.537736809999998","44.064913169999997"
"1001","2020","7062020","71.878","103.18","64.797","81.67253821","0.203142536","0.178809309","0.283890043","0.627999612","69.685","-0.010634758","-0.051965563","69.69563476","0.346538812","0.391322113","1.43548791","1.485929554","17","1","158.5800441",-93.5377175099999931,44.0656658699999966,-93.5376789099999968,44.0656272699999931,1157.193878000000041,17.780971050000002,9459.528808999999455,168.919975300000004,17.943056580000000,1153.530029000000013,"-93.537698210000002","44.065646569999991"
"1002","2020","7062020","70.06","102.65","62.441","80.30007177","0.215508539","0.188697817","0.295549973","0.608290307","72.799","-0.019417311","-0.064777951","72.81841731","0.364419788","0.413261484","1.465172709","1.522435545","17","2","142.901167",-93.5377175099999931,44.0656272699999931,-93.5376789099999968,44.0655886699999897,1156.500518999999940,17.684610370000001,8841.802734000000783,157.889152499999994,14.801194910000000,951.882797200000027,"-93.537698210000002","44.065607969999988"
"1003","2020","7062020","72.355","103.24","64.23","81.68891505","0.203736901","0.175887696","0.277331298","0.62214258","69.895","-0.008101741","-0.055532159","69.90310174","0.341219269","0.392734302","1.426853707","1.484587318","17","3","181.3994432",-93.5377175099999931,44.0655886699999968,-93.5376789099999968,44.0655500699999934,1156.012664999999970,17.901661870000002,9446.510742000000391,168.687496199999998,14.424180509999999,927.556900000000041,"-93.537698210000002","44.065569369999992"
"1004","2020","7062020","66.591","98.432","59.875","76.82932498","0.217728018","0.192948862","0.302820786","0.608287955","70.398","-0.023142047","-0.064949444","70.42114205","0.372046699","0.416914645","1.478157709","1.531423779","17","4","176.4938743",-93.5377175099999931,44.0655500699999934,-93.5376789099999968,44.0655114699999899,1156.868987999999945,17.772092340000000,10338.098389999999199,184.608699800000011,14.400709150000001,925.631469700000025,"-93.537698210000002","44.065530769999995"
"1005","2020","7062020","70.936","101.11","62.675","79.96520873","0.204296209","0.175383328","0.275886661","0.619869449","68.609","-0.007666975","-0.056939941","68.61666697","0.340299284","0.393841491","1.425369347","1.485366444","17","5","169.0801151",-93.5377175099999931,44.0655114699999970,-93.5376789099999968,44.0654728699999936,1157.644592000000102,17.126425739999998,9678.452880999999252,172.829296099999993,13.789376259999999,886.549560499999984,"-93.537698210000002","44.065492169999999"
"1006","2020","7062020","73.186","103.62","63.778","81.97749342","0.20416962","0.172132167","0.269260714","0.615498938","70.276","-0.004819938","-0.059566721","70.28081994","0.334357495","0.39399817","1.41584456","1.482226918","17","6","183.9054071",-93.5377175099999931,44.0654728699999936,-93.5376789099999968,44.0654342699999901,1157.959106000000020,16.566169739999999,10071.788819999999760,179.853153200000008,18.890300750000002,1214.416199000000006,"-93.537698210000002","44.065453569999981"
